Software Developer Co-op - Calamarians Team,"Intermediate
Senior",ON - Waterloo Region,Waterloo,Ontario,"Job Responsibilities:
Create and scale high-performance services in a real-time threat analysis pipeline
Design, develop, test and deliver software in an agile environment
Deploy containerized services to production within hours after your changes are merged, in keeping with our culture of Continuous Integration and Infrastructure-as-Code
Work as part of a team of highly skilled engineers
Continuously learn and expand your technical horizons
Our Technology Stack:
Golang, Python, Java, Docker, Amazon Web Services (AWS), Kubernetes or ECS, Linux",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Software Developer Co-op - Voyagers Team,"Intermediate
Senior",ON - Waterloo Region,Waterloo,Ontario,"Job responsibilities
Write well organized, testable, understandable and high performing code.
Identify and implement ways to improve sensor performance and team productivity.
Collaborate with other team members and external stakeholders.
Write clear and concise documentation.
Implement bug-fixes and contribute to on-going product maintenance.
Improve test infrastructure resiliency and introduce new tests where appropriate.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Software Developer co-op - Deployment & Concierge Interfaces Team,Intermediate,ON - Waterloo Region,Waterloo,Ontario,"Some of your day-to-day responsibilities will be:
Work with team members to deliver key features that improve our Application Portal service offerings.
Participate in the full software development life cycle.
Build well-designed, testable, efficient, secure code.
Produce specifications and determine operational feasibility.
Integrate software components into a fully functional software system.
Document and maintain software functionality.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Front End Developer,"Junior
Intermediate
Senior",ON - Toronto,Toronto,Ontario,"Responsibilities:
Integrate new components for various game modes that we intend to introduce
Work closely with our artists to design interfaces that are on-brand and consistent throughout the app
Optimize aspects of the app to reduce loading time",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Software Engineering (Platforms Team),"Intermediate
Senior",Western Canada,Burnaby,British Columbia,"The Job
Software engineers at Arista deliver product features. The core responsibility is writing the code that drives our products. A software engineer is more than just a coding machine; they drive the whole development process including
- Deciding the features to build
- Driving the design
- Writing the code (duh!) and testing
- Documenting the feature
- Supporting customers in the field

Along the way, you might
- Extend and improve the test infrastructure
- Hack on our engineering tools, including p4, django, python, rpm, ...
- Work with sales and business development

Example Projects
We don't have time for busy work: every project that we do has customers clamoring for it. Along with quick release cycles and an engineer-oriented culture means we always have a slew of interesting projects to tackle. What project you'll work on at Arista will vary a lot depending on our customer demands and your interests. Here are some sample potential projects:

1) Latency Based Routing (Networking Protocol)

Our switches run routing protocols that program the hardware with the nexthop for forwarding packets. The nexthop determination is based on some metric of proximity or cost to the destination. For example, the Open Shortest Path First (OSPF) protocol relies on the Dijkstra's algorithm to minimize the number of hops to reach a destination.

With Latency Based Routing, the preferred path to a destination has the lowest aggregate delay across several hops. Precautions must be taken to ensure that the protocol converges fast on network events and stable to avoid constant changes in the preferred path. This feature is important for latency sensitive applications run by, for example, financial customers who connect to stock exchanges in multiple locations (New York, Chicago, Tokyo) and demand the lowest delays for receiving market information.

2) Redefining Load Balancing for Future Applications (Networking Protocol)

The Internet is glued together by the Border Gateway Protocol (BGP) and Equal Cost Multi Path (ECMP) has been the backbone of resilient network topologies by allowing multiple paths to a destination. With ECMP, the failure of a few links have little impact as the traffic transitions to the remaining links.
Customers are now demanding link bandwidth aware traffic load balancing through the Unequal Cost Multi Path (UCMP) extension to BGP which is cutting-edge technology on track to become an RFC standard. The project involves adding ability to match and set/tweak bandwidth advertisements in the BGP policy engine to allow UCMP formation.

3) Shared Strings (Software Infrastructure)

Arista is always concerned about memory efficiency as our switches don't have hard drives, and thus cannot page memory to disk. This means that when you run out of memory, you are hosed. And, as we add more features, we consume more memory. One way we could possibly reduce memory is shared strings. This would be a table per process that contains all unique strings instantiated. Whenever you go to instantiate a new string this table would be checked to see if that string already exists and if so, return a pointer to it. This table would have to be very efficient both in speed and size. Another benefit of this approach is that string comparisons could be very fast: O(1) address comparisons instead of O(length of string) character comparisons.

4) Programmable Operating System on a Switch (Software Defined Networks)

EOS SDK: Arista's EOS operating system is the first truly extensible network operating system on top of Linux. In addition to the standard Linux APIs, the SDK provides a set of higher-level APIs to enable third party developers to write their agents that run in EOS. It's a set of stable, versioned APIs published on GitHub, available both in C++ and Python. Our largest cloud customers leverage EOS SDK to integrate their custom orchestration, automated-management, and provisioning systems with Arista switches.
A significant fraction of today's Internet traffic is delivered to you using custom SDN applications that the largest cloud companies such as Netflix or Facebook built using EOS SDK. Projects here involve significant contributions to the maturing EOS SDK by developing new APIs to configure EOS. Your changes will be on GitHub in our EosSdk repository!

5) Rethinking and Redesigning (The Go Revolution)

Arista has a large C++ and Python codebase. Over the past year we've been implementing a lot of building blocks in Go in order to make this language a third option in our tool box. This project gives you the chance to rethink in pretty fundamental ways how various key software components in EOS work under the hood as Go enables us to easily explore alternate development and concurrency models. Come join the Go revolution at Arista.

6) In-service FPGA Upgrade of Modular Components (Talking to Hardware)

Arista's modular systems have hot swappable components which are inserted or removed on run-time with little performance impact to the system. Such components have FPGAs that are programmed by the hardware team and we would like the ability to easily and reliably upgrade the FPGA image on our products in the field with latest enhancements. This project will give you a chance to get really close to hardware and understand how the system initializes itself.

7) VMTracer ACLs (Cloud Datacenter)

Arista is dedicated to supporting datacenter deployments of our customers. Our integration with a VMWare server keeps the switch informed of the MAC addresses of different virtual machines. The switch monitors the traffic to locate and detect migrations of virtual machines. With this VMTracer capability, an EOS switch can keep specified virtual machines in the same virtual LAN (VLAN) segment.
The VMTracer ACLs project provides the ability to seamlessly migrate Access Control List configuration for virtual machines when they migrate. A simple access control list, for example, allows traffic on port 80 for web-server virtual machines or on port 3306 for MySql virutal machines.

8) KernelNetworkInfo agent (Kernel related)

Initially we had a state machine to pull the interfaces/ip addresses/ARP state from the kernel. This state machine had to be instantiated for each VRF in a lot of agents. The state machine setup a netlink socket with the kernel (for each VRF) which created a lot of contention on a lock in the kernel because we had lots of agents that needed to be notified for each configuration change. To address this, the KernelNetworkInfo agent was created that is responsible for getting the kernel state and pushing it into user address space. This way we only have one netlink socket per VRF in KernelNetworkInfo and all the agents could use the same information to read/react on the kernel state. That helped drastically reduce the contention and solved a lot of issues that were caused by that such as processes getting blocked.

More Info
You can find out more information about Arista on our website at http://www.arista.com/en/careers/university.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
AI Software Development,Senior,ON - Toronto,Toronto,Ontario,"Researching and understanding open source AI model evaluation frameworks and identifying integration points
Running evaluations against a broad set of AI models to ensure results are as expected and can be parsed and stored in our data store
Working with the development team to improve the integration interface so new assessments can to be added to the product
Documenting best practices and use cases around the different products you have integrated into the system.
Support client model assessment projects, including discussing the use of evaluation frameworks that can be included in test plans and evaluation metrics suited to the business use case and regulatory requirements
Other related assignments, upon request.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Software Engineering Intern,"Junior
Intermediate
Senior",Western Canada,Vancouver,British Columbia,"YOUR ROLE (may vary depending on experience):
primarily contributing to our frontend platform
working with/on our backend and cloud infrastructure
participating in weekly sprints and fast release cycles
writing tests before shipping
other responsibilites, as needed",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Information Technology & Communications Consulting Intern,"Intermediate
Senior",ON - Toronto,Toronto,Ontario,"The Opportunity
Attend internal/external meetings to help consult on technology strategy and requirements and shape the future of digital technology in the built environment.
Design digital technology systems for the built environment including data/voice networks, wireless/radio systems, telephony, security systems, public address, audio-visual systems, airport systems, healthcare systems, and transit systems.
Assist with system integration management activities and Enterprise Architecture.
Explore how people, process, technology, and the environment must be combined for each project to enable successful integration solutions to realize business goals.
Use project delivery assistance tools such as Revit, AutoCAD, MicroStation, Microsoft Office, and Bluebeam.
Attend meetings and learn from listening, asking questions and discussion.
Be involved in discussions with Contractors, Architects, Planners, Electrical, Mechanical and Structural Engineers to gain knowledge & experience.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Software Development Intern,"Intermediate
Senior",ON - Toronto,Toronto,Ontario,"The Opportunity
Development of critical new features (C++, SQL). This could include agent behaviours, scene management, results analysis, and algorithm design.
Interface with a broad user base to understand requirements and solicit feedback.
Validation of MassMotion results through comparison with real-world scenarios or results from other simulation packages.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Software Developer,"Intermediate
Senior",ON - York Region,Markham,Ontario,"Job Responsibilities:
- Work in an agile environment to develop applications
- Ability and willing to Research, Design and Develop Applications and provide support for new web-based offerings using Single Page Application (SPA) and Responsive design patterns
- Ready to work in DevOps practices like Automation, Configuration Management, Continuous Integration & Delivery
- Collaborate with designers and project managers to understand product requirements and deliver high quality software
- Debug code and test software to ensure proper functionality
- Coordinate with team members to arrange meetings and discuss ongoing projects
- Follow documentation procedures to ensure clarity and efficiency",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Firmware Development Co-Op,Senior,ON - York Region,Markham,Ontario,"Software and firmware development and testing to support state of the art silicon products, systems and infrastructure.
The role does involve supervision by a senior member of the staff, and evaluation at the end of the co-op term.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Design Verification Co-Op,Senior,ON - York Region,Markham,Ontario,"In this position you will be responsible for design and/or verification of blocks using leading edge methodology and tools.
The role does involve supervision by a senior member of the staff, and evaluation at the end of the co-op term.
Competitive pay based on the latest market stats.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
DeFi Development,Junior,International,Shanghai,Shanghai,"1. You can use the Rust language to connect to the Solana contract to realize contract calls and other operations
2. Solana DEX,NFT",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Computer & Data Science Co-op Student,"Junior
Intermediate
Senior",Western Canada,,Alberta,See above for specific job responsibilities for each position.,
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Rail Infrastructure Co-op - Spring 2024,"Junior
Intermediate",ON - Toronto,Toronto,Ontario,"Your role within the team:
Support Trackwork Engineers and EITs in producing designs and construction support documentation for various Rail & Transit projects across Canada.
Prepare rail alignment & profile drawings.
Prepare trackplan-schematics drawing.
Prepare trackwork detail drawings.
Develop typical sections and multi-discipline interface sections.
Prepare yard and maintenance facility general layouts, cross sections and details.
Prepare track clearance envelopes to determine bodyline displacements, stopping positions and fouling points.
Prepare duct bank and cable routing drawings and specifications along transit guideways.
Prepare drawings for emergency walkways and maintenance walkways along transit guideways.
Prepare drawings and specifications for transit operational signage.
Prepare guideway lighting drawings.
Attend site visits, as necessary.
Perform various analyses to problem-solve for different design issues.
Use various CAD software and 3D software to deliver designs.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
IT Client Support Technician,"Intermediate
Senior",ON - Waterloo Region,Cambridge,Ontario,"What You Will Do:
Imaging and configuring computers with commonly used software products such as Windows, Office, Solidworks, VPN, JDE etc.
Provide remote Service Desk (using teams or telephone) and onsite Deskside support for computer hardware, software and telephone systems.
Windows account troubleshooting such as password resets, account lock outs, enabling/disabling accounts using Azure AD.
Moves/Adds/Changes (MAC's) of computer equipment, PC's, monitors, printers and telephone as well as desk setups for onboarding/offboarding employees.
Conference room preventative maintenance and maintenance for TVs, projectors, and other AV equipment.
Computer virus and malware removal and administration.
Printer/photocopier service administration support requests.
Network troubleshooting, connecting cables to switches, ensuring network drops in office and on shop floor are enabled.
IT asset tracking, inventory, e-waste of PC hardware and peripheral equipment.
Assist in providing support for virtual machines in VMware horizon client and VMware workstation.
Perform other duties as assigned.
Perform duties in a safe manner in accordance with ATS's Health and Safety policies and procedures.
Ensure that all business activities are performed with the highest ethical standards and in compliance with the ATS Code of Business Conduct.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Control Systems Hardware Design Co-op,"Intermediate
Senior",ON - Waterloo Region,Cambridge,Ontario,"SPECIFIC RESPONSIBILITIES:
Under the supervision of an experienced Control Systems Software Designer, you will:
Develop real-time control system software for automated assembly systems. This includes the programming of PLC's, Servo Controllers, Robots and Vision Systems.
Develop human machine interfaces. These interfaces can be commercially available industrial products, SCADA nodes or custom GUI's written in Visual Basic or Visual C++.
Work with mechanical and electrical designers to ensure that the control system will meet performance, reliability and functionality requirements.
Perform system integration.This includes the testing of all system hardware and software, the configuration and calibration of intelligent devices and the verification of the assembly process.The goal is to meet all customer quality, functionality and safety requirements.
Perform on-site commissioning and startup.This involves demonstrating system's capability once the equipment has been shipped to the customer's site.
Ensure that all business activities are performed with the highest ethical standards and in compliance with the ATS Code of Business Conduct.
Adhere to all health and safety rules and procedures.
PERSONAL PROTECTIVE EQUIPMENT (PPE) REQUIREMENTS
Due to arc flash and shock hazards, voltage-rated gloves and 100% cotton, long-sleeve shirts must be worn at all times when working on live panels.
Employees must comply at all times with the specific PPE requirements identified on the ARC Flash and Shock Hazard Warning Labels (see below for your information.) These will be posted at Switchgear locations, breaker panels, bus ducts and equipment related power drops.
Please refer to the Workplace Electrical Safety Program for specific details.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Automation Designer - Applications - Woodbridge,"Junior
Intermediate
Senior",ON - Peel Region,Vaughan,Ontario,"• General supervision, training, and guidance of all Mechanical engineering designers that are part of his/her team.
• Reviewing and understanding customer's technical requirements.
• Creating conceptual designs in Solidworks for automation solutions to support proposal development.
• Enhancing concepts for customer presentations (for example, rendering of solid models).
• Performing engineering calculations to verify concepts (for example; cycle times).
• Presenting concepts quickly and efficiently for internal reviews and approvals.
• Developing/maintaining a Solidworks library for standard solution blocks.
• Reviewing existing software tools and implementing continuous improvements.
• Testing of developed software tool upgrades.
• Creating training documentation/modules on developed tools and libraries.
• Working with teams and independently to complete all specific tasks with minimal supervision.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Control Systems Software Designer,"Intermediate
Senior",ON - Waterloo Region,Cambridge,Ontario,"SPECIFIC RESPONSIBILITIES:
Under the supervision of an experienced Control Systems Software Designer, you will:
Develop real-time control system software for automated assembly systems. This includes the programming of PLC's, Servo Controllers, Robots and Vision Systems.
Develop human machine interfaces. These interfaces can be commercially available industrial products, SCADA nodes or custom GUI's written in Visual Basic or Visual C++.
Work with mechanical and electrical designers to ensure that the control system will meet performance, reliability and functionality requirements.
Perform system integration. This includes the testing of all system hardware and software, the configuration and calibration of intelligent devices and the verification of the assembly process. The goal is to meet all customer quality, functionality and safety requirements.
Perform on-site commissioning and startup. This involves demonstrating system's capability once the equipment has been shipped to the customer's site.
Ensure that all business activities are performed with the highest ethical standards and in compliance with the ATS Code of Business Conduct.
Adhere to all health and safety rules and procedures.
PERSONAL PROTECTIVE EQUIPMENT (PPE) REQUIREMENTS
Due to arc flash and shock hazards, voltage-rated gloves and 100% cotton, long-sleeve shirts must be worn at all times when working on live panels.
Employees must comply at all times with the specific PPE requirements identified on the ARC Flash and Shock Hazard Warning Labels (see below for your information.) These will be posted at Switchgear locations, breaker panels, bus ducts and equipment related power drops.
Please refer to the Workplace Electrical Safety Program for specific details.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Project Coordinator Co-op,"Intermediate
Senior",ON - Waterloo Region,Cambridge,Ontario,"Specific Responsibilities

Support project planning and execution activities.
Support preparation and maintenance of schedules and resource forecasting
Attend internal team meetings and follow-up with team members on actions
Attend continuous improvement events and assist to drive initiatives
Support PMs to identify and monitor delivery status of critical items
Assist project team in execution and documentation of initiatives
Review and maintain awareness of all corporate and local procedures pertinent to engineering, quality assurance and project management. Maintain process compliance during project execution and advise supervisor if compliance cannot be achieved.

Additional Responsibilities:
Organize documentation, including correspondence, work instructions, data sets, schedules, etc. on projects you are assisting with.
Assists with continuous improvement tasks across Global Industrial Automation",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Automation Designer - Applications - Nuclear,"Junior
Intermediate
Senior",ON - Waterloo Region,Cambridge,Ontario,"• General supervision, training, and guidance of all Mechanical engineering designers that are part of his/her team.
• Reviewing and understanding customer's technical requirements.
• Creating conceptual designs in Solidworks for automation solutions to support proposal development.
• Enhancing concepts for customer presentations (for example, rendering of solid models).
• Performing engineering calculations to verify concepts (for example; cycle times).
• Presenting concepts quickly and efficiently for internal reviews and approvals.
• Developing/maintaining a Solidworks library for standard solution blocks.
• Reviewing existing software tools and implementing continuous improvements.
• Testing of developed software tool upgrades.
• Creating training documentation/modules on developed tools and libraries.
• Working with teams and independently to complete all specific tasks with minimal supervision.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Automation Designer - Systems,"Intermediate
Senior",ON - Waterloo Region,Cambridge,Ontario,"SPECIFIC RESPONSIBILITIES:
· Assist in quote preparation and ensures systems design concept meets process requirements.
· Assist in defining and refining process requirements and design specifications.
· Assist in the systems engineering including analysis and design of all aspects of a machine, such as but not limited to:
· System Accuracy
· Cycletime
· Vibration
· Thermal
· Metrology/Instrumentation
· Kinematics
· Reliability/Maintainability
· Assist in ensuring the design of the system maximizes the use of standard modules.
· Assist in the writing of specification documents such as: Functional Specification, Design Specification, Data Specification and Acceptance Test Plans.
· Assist or participate in design reviews with customers, vendors and internal design groups.
· Assist in coordinating project activities with suppliers of process critical third party equipment.
· Assist in reviewing mechanical, electrical and software design concepts to ensure process requirements are met.
· Assist the project team to identify critical path and dependencies between project activities.
· Assist in conducting acceptance tests and approving process critical third party equipment.
· Assist with systems design verification and changes.
· Assist in identifying potentially high risk elements of the system.
· Model and conduct experiments on high risk system elements to validate design assumptions.
· Work with the project team and Systems Specialist to solve design-related problems.
· Participate in the integration of some or all of the tasks for which he/she has design responsibilities.
· Review machine performance from internal factory acceptance tests conducted on prototype machines
· Assist with continuous systems design improvements on production machines.
· Ensure that all business activities are performed with the highest ethical standards and in compliance with the ATS Code of Business Conduct.
· Adhere to all health and safety rules and procedures.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Full Stack Web Application Developer,"Intermediate
Senior",ON - Peel Region,Mississauga,Ontario,"Responsibilities will include:
Driving full cycle end to end development from design through implementation.
Serving as a driving force in our organizational evolution to deliver an exceptional customer experience through superior digital interactions.
Mentor staff to align with our fully scaled Agile methodology.
Provide technical and architectural leadership to developers through code reviews, program enhancements, unit testing, bug fixing and problems solving.
Implement new features and enhancements for the next generation of Audioworks mobile and web based products.
Preside over strategy sessions and technical reviews with key stake holders and senior management teams.
Innovate and provide critical thinking and problem solving ability to drive change and develop creative technology solutions.
This role will lead teams by contributing refreshing and innovative technological solutions to the design process and product roadmap.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Computational Software Engineering,"Intermediate
Senior",ON - Toronto,Toronto,Ontario,"What you will do:
Research, design and implement robust, scalable, high-performance computer algorithms for automating building design for Augmenta Construction Platform, our flagship product
Collaborate with a multidisciplinary team including designers, software engineers and QA in multiple locations",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Technical Assistant,Intermediate,"ON - Bruce, Grey, Simcoe Region",Southampton,Ontario,"Our Co-Op student's duties typically include:
Assisting in the development and preparation of figures, design drawings, specifications, calculations, cost estimates, quantity take-offs, technical reports, etc.
Undertake research activities to identify and develop potential solutions to design challenges associated with electrical airfield facility design/construction.
Assist with or be responsible for Construction Inspection specific to electrical installations at project sites and evaluate contractor work to determine compliance with Contract Documents.
Assist in the administration of Construction Contracts including, shop drawing reviews, progress payment certificates, site instructions, change orders, construction progress reports and ensure that the General Contractor completes specified construction surveys and materials testing during construction.
Assist in planning and conducting site visits and existing condition surveys.
Other duties as assigned or required.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Full Stack Software Engineering,"Junior
Intermediate
Senior","ON - Hamilton, Niagara, Brant, Haldimand Region",,Ontario,"1. Participate in developing and refining our multi-language translation, voiceover dubbing, and distribution toolset.
2. Work on back-end development, primarily using Python and AWS technologies.
3. Participate in code reviews, software planning, and QA activities.
4. Develop, test, and deploy Docker containers.
5. Contribute to managing and optimizing our MySQL databases hosted on Google Cloud.
6. Attend standup meetings hosted by founders or tech lead
7. Understand trends in the social media space via international domains",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Quantitative Developer,Senior,International,Beijing,Beijing,"Job Duties
Work on various challenging engineering projects related to distributed system, machine learning, cloud technologies, high-performance databases, etc. that empower our cutting-edge quantitative research platform and trading system. Example duties include:
Developing and optimizing fully-automated trading system, integration and unit testing framework, and data validation and monitoring processes.
Building research platforms, data services and scientific computing libraries.
Developing, optimizing and deploying research services built on public cloud.
Building and optimizing machine learning framework and models.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Quality Assurance Analyst (Co-op),"Intermediate
Senior",ON - Waterloo Region,Waterloo,Ontario,"The things you'll do:
Write, document and maintain functional test cases
Hold and facilitate QA blitzes with the QA and development teams
Execute and evaluate manual or automated test cases and report test results
Write and maintain automated test cases using Java and Selenium (on top of Katalon)
Isolate, replicate, and report defects and verify defect fixes
Other duties as required",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Software Developer Equity Linked Technology (ELT) Co-op,"Junior
Intermediate
Senior",ON - Toronto,Toronto,Ontario,"Responsibilities
The lifecycle management group is responsible for the design and development of a global equity derivatives workflow platform. The platform facilitates all aspects of sales and trading, from negotiation through order management and execution, to post-trade lifecycle management. The environment in which the team operates is constantly changing, and therefore the technology delivered to meet the business requirements needs to be adaptable and strategic in nature.

Parameter management is a high profile strategic application suite (UI and server-side) that is used by the traders globally to manipulate all type of equity parameters, using by the Front Office to price their financial products (volatility, dividends, borrow costs, correlations, volatility of volatility, yield curves, credit curves).

We offer:
Work on the large-scale project with ability to get real working experience while fully embedded into the development team (not working in isolation)
Work in agile environment (SCRUM) with global releases happening every week
Experience with messaging, n-tier architecture and distributed computing
Experience with project using fully automated test suite (unit testing, integration testing, acceptance testing), TeamCity
Experience with automated deployments using Ansible
Experience with pair programming and code review practices",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
"Private Wealth Coordinator, Summer 2024 (Co-op/Internship) - 4 Months","Junior
Intermediate",ON - Waterloo Region,Waterloo,Ontario,"Leads or participates in planning, coordinating and implementing department events.
Provides specialized and professional support to an executive and their senior managers within a large and diverse department or business group.
Manages and monitors calendars and upcoming events. Dispatches meeting invitations, books meeting rooms and arranges for resources and other requirements in support of smooth and efficient meeting facilitation. Supports the coordination and implementation of department events.
Develops and maintains a filing system; ensures business and operational reports, forms, and other documentation, paper or electronic, are readily available.
Supports the development of tailored messaging, which may include writing, editing and distributing communications (e.g., correspondence, presentations, policies & procedures).
Dispatches outgoing communications. Answers central phone line, responding to and resolving/escalating inquiries.
Processes invoices for payment in adherence with documented processes and guidelines and vendor agreements
Prepares and logs departmental expense claims and reports. Tracks expenses to ensure they stay within budget.
Makes travel arrangements, booking flight/hotel reservations as needed.
Liaises with internal business units and external vendors and participates in the local coordination and implementation of premises and building related matters including incoming / outgoing staff and contractors, relocations, office planning and new furniture requirements while ensuring minimal interruptions to business operations.
Maintains supplies inventory by checking stock to determine inventory level; anticipating needed supplies; placing and expediting orders for supplies; verifying receipt of supplies.
Maintains and tracks overtime, on-call claims, staff vacations and absences in accordance with Bank and/or divisional guidelines to ensure consistency in entitlement and to determine staff availability.
Coordinates training requirements for staff (research, booking, cancellations, confirmations, etc.).
Collaborates with internal and external stakeholders in order to deliver on business objectives.
Organizes work information to ensure accuracy and completeness.
Completes complex & diverse tasks within given rules/limits.
Analyzes issues and determines next steps; escalates as required.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Software Engineering Intern,"Intermediate
Senior",ON - Toronto,Toronto,Ontario,"This software engineering role involves responsibilities across a variety of disciplines from full-stack web and mobile application design and development. Key responsibilities include:
Web and mobile applications architecture, design, development, testing and documentation,
Identifying and implementing creative solutions to challenging problems,
Optimizing and streamlining software development and testing lifecycle.
Hired students will be assigned work commensurate with their skill, interest and company priorities. There are many opportunities to learn and apply advanced skills that students have learned at school given the breadth of our technology stack and the variety of projects that we have available.

Past co-ops have found the work term very challenging and valuable professionally but also fun and rewarding when their contributions are rolled out onto live systems, used by athletes around the world.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
"Co-op or Intern, DevOps Engineering","Junior
Intermediate
Senior",ON - Toronto,Toronto,Ontario,"BDO Canada is looking for a Co-op or Intern, DevOps Engineer to join the BDO Consulting Operations team from May to August 2024 and own the following responsibilities:
Designing, managing, supporting and maintaining defined customers Azure cloud environments as well as security controls for the environments
Building and maintaining continuous delivery pipelines using GitHub and Terraform for Infrastructure as Code
Writing scripts and automation using PowerShell, CLI and Python
Designing and implementing tasks in CI/CD pipelines and tools (e.g. Jenkins)
Developing and maintaining Azure security policies
Contributing to existing or new service offerings for our customers
Verifying and resolving configuration and other non-software related issues
Creating and improving processes to improve overall Cloud operations and continue to keep apprised on DevOps, Microsoft Azure & other cloud based technologies",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
"Co-op or Intern, Technology - People Experience","Junior
Intermediate
Senior",ON - Toronto,Toronto,Ontario,"Your Opportunity

BDO Lixar is looking for a Co-op or Intern, HCM Implementation Consultant to join our People Experience team, with the ability to work remotely from anywhere in Canada. The individual will own the following responsibilities:
Act as a trusted advisor to external clients and BDO project teams in implementing Ceridian Dayforce
Participate in all phases of the Dayforce implementation including Discovery, Configuration, Testing, Go-live and Post Go-Live
Collect, document & validate client functional requirements, mapping to Dayforce functionality
Configure Ceridian Dayforce to meet client functional requirements
Provide internal status updates, noting issues/risks with recommended resolution to Green
Implement Organizational Readiness best practices in preparation for rollout
Train client staff for them to capably perform day-to-day activities
Manage multiple client/project engagements simultaneously
Identify best practices/lessons learned & document/share internally & with Ceridian
Complete new release training as needed & be our expert on Ceridian Dayforce",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
"Co-op or Intern, Full-Stack Developer","Junior
Intermediate
Senior",ON - Toronto,,Ontario,"BDO Lixar is looking for a Co-op or Intern Full-Stack Microsoft Developer to join our AppDev team from May to August 2024 and own the following responsibilities:
Utilize the full-stack of Microsoft technologies including but not limited to ASP.NET Core, MVC, Angular, ADO.NET, Entity Framework, C#, SQL Server, etc.
Participate in our innovation program with exposure to technologies such as IoT, Cloud, Machine Learning and Big Data
Apply analytical and problem solving skills to solve challenging client problems",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Programming Intern,Intermediate,Quebec,Montréal,Quebec,"Behaviour is looking for programming interns to work either on game projects, game technology or backend services. Behaviour offers great opportunities to learn about the gaming industry and the many specializations programmers can choose as a career within it. You will be mentored by senior members and leads who will guide you throughout your journey. Sounds like something you'd like to do? Send us your resume and tell us about your passion for games!

Depending on the specific role, you will:
Develop game features, either on game projects directly, or on backend services teams.
Debug, troubleshoot and solve problems to improve code robustness.
Work with game engines such as Unreal Engine and Unity.
Develop and improve backend services such as player data, matchmaking, achievements, and leaderboards.
Develop and improve game engine core components such as graphics, audio, networking, and tools.
Work with game designers, animators, artists, and other disciplines, to integrate assets such as animations, sounds, and special effects in the game.",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
Programmer (Application / Web / Mobile),"Intermediate
Senior",ON - Halton Region,Burlington,Ontario,"Job Responsibilities
Designing and implementing enhancements for mobile, web or desktop applications
Writing and implementing tests to cover what we develop
Participating in code reviews
Participating in daily standups to share progress and discuss obstacles
Assisting in resolving ongoing issues and those that recently come up
Potential need to quickly learn new languages for use if necessary
Providing support to other employees with their own tasks and responsibilities",
Job Title,Level,Region,Job - City,Job - Province / State,Job Responsibilities,Required Skills
